eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
b7e76844-e81e-456f-ab58-f16c8998a807,21,False,"[(447, 468), (451, 430)]",2710,2752,413,409,2710,451,881,881,451,881,451,881,451,881,451,915,447,915,447,881,451,881,451,881,451,915,447,881,451,881.0,451.0,884.3143,450.6101,915.0,447.0,881.0,451.0,1.0385925085130534,1.0
b7e76844-e81e-456f-ab58-f16c8998a807,21,False,"[(468, 447), (430, 451)]",2752,2710,409,413,2752,430,881,881,430,881,430,881,430,881,430,915,468,915,468,881,430,881,430,881,430,915,468,881,430,881.0,430.0,884.3143,433.7042,915.0,468.0,881.0,430.0,1.0385925085130534,1.0
12ae8e8b-9ab9-4200-be2b-6aa18c8508b4,21,False,"[(599, 556)]",2354,2164,512,444,2354,580,1139,1155,599,1155,599,1155,599,1155,599,1155,599,1155,599,1155,599,1155,599,1155,599,1155,599,1155,599,1155,599,1155,599,1155,599,1155,599,1.0140474100087797,1.0140474100087797
12ae8e8b-9ab9-4200-be2b-6aa18c8508b4,21,False,"[(556, 599)]",2164,2354,444,512,2164,559,1139,1155,556,1155,556,1155,556,1155,556,1155,556,1155,556,1155,556,1155,556,1155,556,1155,556,1155,556,1155,556,1155,556,1155,556,1155,556,1.0140474100087797,1.0140474100087797
30751c1e-dd20-49df-a204-8e7d6a41b42d,43,False,"[(770, 727)]",1472,1618,431,421,1472,770,1497,1497,770,1497,770,1497,770,1497,770,1497,770,1497,770,1497,770,1497,770,1497,770,1497,770,1497,770,1497,770,1497,770,1497,770,1497,770,1.0,1.0
30751c1e-dd20-49df-a204-8e7d6a41b42d,43,False,"[(727, 770)]",1618,1472,421,431,1618,727,1497,1497,727,1497,727,1497,727,1497,727,1497,727,1497,727,1497,727,1497,727,1497,727,1497,727,1497,727,1497,727,1497,727,1497,727,1497,727,1.0,1.0
14caf467-b904-4329-89e2-b74b5b2278b8,1,False,"[(90, 133), (106, 127), (145, 124)]",400,484,66,76,400,93,207,223,90,233,106,223,90,223,90,233,106,223,90,233,106,223,90,223,90,269,145,223,90,223.0001,90.0001,226.66140000000001,95.8583,223.0,90.0,223.0,90.0,1.2995169082125604,1.077294685990338
14caf467-b904-4329-89e2-b74b5b2278b8,1,False,"[(133, 90), (127, 106), (124, 145)]",484,400,76,66,484,114,207,223,133,233,127,223,133,223,133,233,127,223,133,233,127,223,133,223,133,269,124,223,133,223.0001,133.0,226.66140000000001,130.8031,223.0,133.0,223.0,133.0,1.2995169082125604,1.077294685990338
9c3d8b66-c413-419f-a1fd-c5e3582950f4,42,False,"[(371, 350)]",1198,1220,328,350,1198,371,721,721,371,721,371,721,371,721,371,721,371,721,371,721,371,721,371,721,371,721,371,721,371,721,371,721,371,721,371,721,371,1.0,1.0
9c3d8b66-c413-419f-a1fd-c5e3582950f4,42,False,"[(350, 371)]",1220,1198,350,328,1220,350,721,721,350,721,350,721,350,721,350,721,350,721,350,721,350,721,350,721,350,721,350,721,350,721,350,721,350,721,350,721,350,1.0,1.0
