eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
e66fc7d4-9c85-4506-b76a-d955bee9df8f,0,False,"[(235, 242)]",316,326,232,239,316,235,477,477,235,477,235,477,235,477,235,477,235,477,235,477,235,477,235,477,235,477,235,477,235,477,235,477,235,477,235,477,235,1.0,1.0
e66fc7d4-9c85-4506-b76a-d955bee9df8f,0,False,"[(242, 235)]",326,316,239,232,326,242,477,477,242,477,242,477,242,477,242,477,242,477,242,477,242,477,242,477,242,477,242,477,242,477,242,477,242,477,242,477,242,1.0,1.0
987b4299-acc6-4547-bb1f-b912b5e09b4f,3,False,"[(45, 36)]",56,40,43,30,56,45,81,81,45,81,45,81,45,81,45,81,45,81,45,81,45,81,45,81,45,81,45,81,45,81,45,81,45,81,45,81,45,1.0,1.0
987b4299-acc6-4547-bb1f-b912b5e09b4f,3,False,"[(36, 45)]",40,56,30,43,40,36,81,81,36,81,36,81,36,81,36,81,36,81,36,81,36,81,36,81,36,81,36,81,36,81,36,81,36,81,36,81,36,1.0,1.0
67cb251a-d5a5-4319-8c97-d34ef5110c15,6,True,"[(40, 37)]",56,46,39,31,56,40,77,77,40,77,40,77,40,77,40,77,40,77,40,77,40,77,40,77,40,77,40,77,40,77,40,77,40,77,40,77,40,1.0,1.0
67cb251a-d5a5-4319-8c97-d34ef5110c15,6,True,"[(37, 40)]",46,56,31,39,46,37,77,77,37,77,37,77,37,77,37,77,37,77,37,77,37,77,37,77,37,77,37,77,37,77,37,77,37,77,37,77,37,1.0,1.0
24c805d6-2530-4947-a3dc-12060d504485,3,False,"[(50, 47)]",62,52,48,41,62,50,97,97,50,97,50,97,50,97,50,97,50,97,50,97,50,97,50,97,50,97,50,97,50,97,50,97,50,97,50,97,50,1.0,1.0
24c805d6-2530-4947-a3dc-12060d504485,3,False,"[(47, 50)]",52,62,41,48,52,47,97,97,47,97,47,97,47,97,47,97,47,97,47,97,47,97,47,97,47,97,47,97,47,97,47,97,47,97,47,97,47,1.0,1.0
fa489497-c28f-4eaf-a761-fe06bdceb972,3,True,"[(45, 48)]",58,58,42,41,58,45,93,93,45,93,45,93,45,93,45,93,45,93,45,93,45,93,45,93,45,93,45,93,45,93,45,93,45,93,45,93,45,1.0,1.0
fa489497-c28f-4eaf-a761-fe06bdceb972,3,True,"[(48, 45)]",58,58,41,42,58,48,93,93,48,93,48,93,48,93,48,93,48,93,48,93,48,93,48,93,48,93,48,93,48,93,48,93,48,93,48,93,48,1.0,1.0
57cc90ae-5137-49ed-bb95-b178206ce656,6,False,"[(47, 40)]",56,56,39,39,56,47,87,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,87,47,1.0,1.0
57cc90ae-5137-49ed-bb95-b178206ce656,6,False,"[(40, 47)]",56,56,39,39,56,40,87,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,87,40,1.0,1.0
7da14abf-2409-451e-95af-c4d52395ac2c,3,False,"[(42, 45)]",58,58,41,41,58,42,87,87,42,87,42,87,42,87,42,87,42,87,42,87,42,87,42,87,42,87,42,87,42,87,42,87,42,87,42,87,42,1.0,1.0
7da14abf-2409-451e-95af-c4d52395ac2c,3,False,"[(45, 42)]",58,58,41,41,58,45,87,87,45,87,45,87,45,87,45,87,45,87,45,87,45,87,45,87,45,87,45,87,45,87,45,87,45,87,45,87,45,1.0,1.0
e17918b2-e70a-4a39-a13f-61f3975529d5,3,False,"[(162, 159)]",200,172,157,136,200,162,321,321,162,321,162,321,162,321,162,321,162,321,162,321,162,321,162,321,162,321,162,321,162,321,162,321,162,321,162,321,162,1.0,1.0
e17918b2-e70a-4a39-a13f-61f3975529d5,3,False,"[(159, 162)]",172,200,136,157,172,159,321,321,159,321,159,321,159,321,159,321,159,321,159,321,159,321,159,321,159,321,159,321,159,321,159,321,159,321,159,321,159,1.0,1.0
ac361931-0286-4f02-a70a-f200524df1a7,0,False,"[(139, 132)]",186,172,135,126,186,139,271,271,139,271,139,271,139,271,139,271,139,271,139,271,139,271,139,271,139,271,139,271,139,271,139,271,139,271,139,271,139,1.0,1.0
ac361931-0286-4f02-a70a-f200524df1a7,0,False,"[(132, 139)]",172,186,126,135,172,132,271,271,132,271,132,271,132,271,132,271,132,271,132,271,132,271,132,271,132,271,132,271,132,271,132,271,132,271,132,271,132,1.0,1.0
fea9d12d-7022-4695-b177-d3b32b888558,6,False,"[(44, 47)]",62,58,43,40,62,44,91,91,44,91,44,91,44,91,44,91,44,91,44,91,44,91,44,91,44,91,44,91,44,91,44,91,44,91,44,91,44,1.0,1.0
fea9d12d-7022-4695-b177-d3b32b888558,6,False,"[(47, 44)]",58,62,40,43,58,47,91,91,47,91,47,91,47,91,47,91,47,91,47,91,47,91,47,91,47,91,47,91,47,91,47,91,47,91,47,91,47,1.0,1.0
69cab6d1-bd7c-43f9-ad3c-6568a7ec7d1f,1,False,"[(44, 37)]",56,52,39,36,56,44,81,81,44,81,44,81,44,81,44,81,44,81,44,81,44,81,44,81,44,81,44,81,44,81,44,81,44,81,44,81,44,1.0,1.0
69cab6d1-bd7c-43f9-ad3c-6568a7ec7d1f,1,False,"[(37, 44)]",52,56,36,39,52,37,81,81,37,81,37,81,37,81,37,81,37,81,37,81,37,81,37,81,37,81,37,81,37,81,37,81,37,81,37,81,37,1.0,1.0
3e9624a1-aae8-4444-8390-ebb5d7c3fd9e,18,True,"[(102, 83)]",104,104,81,80,104,102,185,185,102,185,102,185,102,185,102,185,102,185,102,185,102,185,102,185,102,185,102,185,102,185,102,185,102,185,102,185,102,1.0,1.0
3e9624a1-aae8-4444-8390-ebb5d7c3fd9e,18,True,"[(83, 102)]",104,104,80,81,104,83,185,185,83,185,83,185,83,185,83,185,83,185,83,185,83,185,83,185,83,185,83,185,83,185,83,185,83,185,83,185,83,1.0,1.0
3291f0a1-dc41-4970-9ff5-83fddee5fbcb,4,False,"[(60, 67), (63, 66)]",70,82,50,60,70,65,127,127,60,129,63,127,60,127,60,129,63,127,60,127,60,127,60,127,60,129,63,127,60,127.0,60.0,127.3448,60.5172,127.0,60.0,127.0,60.0,1.015748031496063,1.0
3291f0a1-dc41-4970-9ff5-83fddee5fbcb,4,False,"[(67, 60), (66, 63)]",82,70,60,50,82,62,127,127,67,129,66,127,67,127,67,129,66,127,67,127,67,127,67,127,67,129,66,127,67,127.0,67.0,127.3448,66.8276,127.0,67.0,127.0,67.0,1.015748031496063,1.0
8354fc35-4c19-43e3-8834-f43407210866,6,False,"[(48, 41)]",56,56,40,41,56,48,89,89,48,89,48,89,48,89,48,89,48,89,48,89,48,89,48,89,48,89,48,89,48,89,48,89,48,89,48,89,48,1.0,1.0
8354fc35-4c19-43e3-8834-f43407210866,6,False,"[(41, 48)]",56,56,41,40,56,41,89,89,41,89,41,89,41,89,41,89,41,89,41,89,41,89,41,89,41,89,41,89,41,89,41,89,41,89,41,89,41,1.0,1.0
dfb6f169-5964-4512-880a-05b16faeb71e,0,False,"[(46, 53)]",58,72,40,52,58,46,99,99,46,99,46,99,46,99,46,99,46,99,46,99,46,99,46,99,46,99,46,99,46,99,46,99,46,99,46,99,46,1.0,1.0
dfb6f169-5964-4512-880a-05b16faeb71e,0,False,"[(53, 46)]",72,58,52,40,72,53,99,99,53,99,53,99,53,99,53,99,53,99,53,99,53,99,53,99,53,99,53,99,53,99,53,99,53,99,53,99,53,1.0,1.0
